2458404.26266667 7.11508 0.00225 8.55206 0.00470 8.86357 0.00562 8.83335 0.00548 9.95499 0.01084 8.65470 0.00499 9.27641 0.00714
2458404.26392043 7.11541 0.00224 8.54578 0.00458 8.85887 0.00540 8.81919 0.00532 9.95330 0.01060 8.64809 0.00480 9.29592 0.00713
2458404.26516262 7.12103 0.00225 8.54906 0.00469 8.84999 0.00547 8.81569 0.00539 9.95603 0.01049 8.65040 0.00486 9.28461 0.00716
2458404.26640488 7.11771 0.00225 8.53955 0.00463 8.85552 0.00549 8.81103 0.00546 9.97586 0.01108 8.64389 0.00498 9.27410 0.00720
2458404.26764607 7.12345 0.00226 8.54150 0.00467 8.84359 0.00550 8.80041 0.00545 9.92769 0.01045 8.65373 0.00493 9.26831 0.00722
2458404.26888833 7.12824 0.00224 8.53850 0.00455 8.82264 0.00528 8.81676 0.00530 9.94733 0.01042 8.63391 0.00472 9.26409 0.00688
2458404.27013319 7.13211 0.00227 8.52200 0.00460 8.82641 0.00535 8.80714 0.00538 9.91420 0.01028 8.64011 0.00492 9.26084 0.00708
2458404.27137554 7.14088 0.00228 8.52727 0.00464 8.84294 0.00543 8.79806 0.00536 9.91355 0.01065 8.63641 0.00500 9.26716 0.00714
2458404.272617 7.14803 0.00229 8.53516 0.00462 8.82263 0.00536 8.78773 0.00535 9.93083 0.01064 8.62836 0.00485 9.28059 0.00727
2458404.27385922 7.16298 0.00231 8.51784 0.00472 8.82961 0.00546 8.80282 0.00557 9.94945 0.01130 8.64736 0.00503 9.25256 0.00708
2458404.27510084 7.16295 0.00229 8.52247 0.00460 8.83644 0.00541 8.79900 0.00538 9.93848 0.01078 8.63394 0.00484 9.25840 0.00713
2458404.27634317 7.18032 0.00232 8.51868 0.00453 8.85258 0.00542 8.80786 0.00533 9.93393 0.01036 8.63391 0.00480 9.27543 0.00696
2458404.27758552 7.18374 0.00231 8.52420 0.00455 8.83378 0.00533 8.80279 0.00536 9.91351 0.01032 8.64513 0.00487 9.26564 0.00693
2458404.27882755 7.18576 0.00235 8.52105 0.00472 8.81454 0.00548 8.79883 0.00553 9.96544 0.01124 8.62473 0.00497 9.26952 0.00737
2458404.28006945 7.19613 0.00235 8.53079 0.00467 8.82766 0.00548 8.79756 0.00551 9.94547 0.01092 8.63862 0.00490 9.25427 0.00708
2458404.28131097 7.20287 0.00233 8.53543 0.00459 8.83277 0.00536 8.80062 0.00540 9.91997 0.01045 8.63296 0.00489 9.27186 0.00700
2458404.28255305 7.21091 0.00237 8.51381 0.00459 8.83881 0.00546 8.79636 0.00536 9.96029 0.01102 8.63132 0.00480 9.26600 0.00711
2458404.28379481 7.21859 0.00237 8.52807 0.00470 8.81726 0.00540 8.79280 0.00531 9.90897 0.01060 8.62604 0.00486 9.27010 0.00709
2458404.28505593 7.22581 0.00239 8.52369 0.00470 8.83975 0.00558 8.79736 0.00558 9.93059 0.01089 8.63779 0.00503 9.25625 0.00723
2458404.28633009 7.22943 0.00237 8.53602 0.00461 8.83735 0.00538 8.79285 0.00528 9.93496 0.01039 8.62670 0.00484 9.25562 0.00707
2458404.28760409 7.24214 0.00239 8.52782 0.00458 8.82544 0.00537 8.79758 0.00541 9.94200 0.01091 8.63219 0.00484 9.27168 0.00713
2458404.28887827 7.23999 0.00241 8.53565 0.00473 8.82810 0.00562 8.79935 0.00547 9.93782 0.01135 8.63586 0.00501 9.26382 0.00742
2458404.29015586 7.24565 0.00238 8.52675 0.00455 8.83152 0.00534 8.79376 0.00533 9.93075 0.01031 8.64114 0.00483 9.27482 0.00694
2458404.29143343 7.25313 0.00239 8.53490 0.00457 8.83108 0.00530 8.80199 0.00523 9.93601 0.01027 8.62992 0.00474 9.26355 0.00674
2458404.29271125 7.26585 0.00244 8.53512 0.00481 8.85894 0.00563 8.80944 0.00549 9.91471 0.01116 8.63060 0.00500 9.27463 0.00758
2458404.29398635 7.26959 0.00242 8.52947 0.00461 8.82325 0.00539 8.80677 0.00544 9.92274 0.01031 8.63472 0.00484 9.27188 0.00705
2458404.29527357 7.27314 0.00243 8.54000 0.00467 8.84284 0.00552 8.80910 0.00546 9.92954 0.01101 8.64959 0.00494 9.27609 0.00714
2458404.2965488 7.27724 0.00243 8.52397 0.00461 8.84690 0.00554 8.80830 0.00561 9.93832 0.01117 8.63714 0.00498 9.26552 0.00730
2458404.29782399 7.28973 0.00246 8.53881 0.00466 8.82344 0.00544 8.79883 0.00541 9.95265 0.01117 8.63152 0.00490 9.26551 0.00698
2458404.29910063 7.29226 0.00244 8.53097 0.00464 8.83456 0.00546 8.79816 0.00541 9.97222 0.01101 8.64133 0.00487 9.28016 0.00723
2458404.300377 7.29731 0.00247 8.53339 0.00467 8.81923 0.00544 8.79907 0.00546 9.93705 0.01113 8.64214 0.00498 9.26893 0.00734
2458404.30164996 7.30155 0.00245 8.52595 0.00457 8.83821 0.00540 8.80659 0.00538 9.93301 0.01063 8.64334 0.00490 9.27068 0.00696
2458404.30293098 7.31537 0.00248 8.53742 0.00463 8.83194 0.00545 8.79232 0.00543 9.94019 0.01097 8.64051 0.00485 9.26040 0.00705
2458404.30420625 7.31479 0.00247 8.53775 0.00459 8.84076 0.00538 8.80670 0.00534 9.94330 0.01033 8.64325 0.00482 9.29041 0.00699
2458404.30548046 7.32152 0.00248 8.53383 0.00468 8.83824 0.00547 8.80612 0.00541 9.91955 0.01043 8.63656 0.00489 9.26549 0.00711
2458404.30675557 7.32668 0.00247 8.53242 0.00456 8.83511 0.00530 8.79937 0.00527 9.95356 0.01007 8.62581 0.00471 9.26341 0.00692
2458404.30809389 7.33194 0.00253 8.53557 0.00476 8.85348 0.00562 8.80649 0.00551 9.95679 0.01132 8.63775 0.00488 9.26839 0.00734
2458404.30935005 7.33905 0.00252 8.52930 0.00458 8.83658 0.00547 8.81258 0.00537 9.90749 0.01034 8.64263 0.00494 9.27435 0.00715
2458404.3106254 7.34066 0.00250 8.53978 0.00462 8.84245 0.00537 8.80348 0.00533 9.96425 0.01068 8.64504 0.00487 9.27066 0.00699
2458404.31190063 7.35050 0.00255 8.53777 0.00477 8.83613 0.00561 8.80587 0.00559 9.94143 0.01141 8.64789 0.00505 9.27792 0.00747
2458404.31317718 7.34998 0.00251 8.53801 0.00467 8.83647 0.00537 8.81422 0.00539 9.94892 0.01050 8.63370 0.00482 9.27826 0.00708
2458404.31445354 7.34915 0.00252 8.53599 0.00463 8.84457 0.00544 8.81405 0.00541 9.94784 0.01067 8.64183 0.00493 9.28548 0.00725
2458404.31572774 7.36027 0.00254 8.53775 0.00461 8.85044 0.00541 8.81061 0.00537 9.96231 0.01092 8.63171 0.00478 9.27351 0.00718
2458404.31700301 7.35699 0.00254 8.54438 0.00468 8.85230 0.00556 8.80792 0.00548 9.97167 0.01100 8.64978 0.00498 9.28856 0.00735
2458404.31827941 7.36033 0.00252 8.53931 0.00455 8.83766 0.00534 8.79398 0.00525 9.95740 0.01036 8.63819 0.00479 9.28088 0.00686
2458404.31955575 7.36249 0.00253 8.54466 0.00462 8.83796 0.00542 8.79683 0.00530 9.96907 0.01076 8.65002 0.00485 9.27198 0.00703
2458404.32083356 7.36341 0.00255 8.53707 0.00464 8.84868 0.00547 8.81229 0.00555 9.98260 0.01108 8.63793 0.00493 9.28427 0.00726
2458404.3221088 7.36993 0.00254 8.53623 0.00466 8.83021 0.00542 8.80207 0.00535 9.97470 0.01099 8.63610 0.00498 9.25848 0.00719
2458404.32338533 7.37793 0.00255 8.54776 0.00464 8.84698 0.00542 8.80361 0.00531 9.97375 0.01059 8.65060 0.00488 9.27925 0.00704
2458404.32465817 7.38005 0.00259 8.53788 0.00473 8.84649 0.00558 8.81075 0.00569 9.96024 0.01137 8.63491 0.00496 9.26921 0.00734
2458404.32595716 7.38401 0.00256 8.54765 0.00463 8.84281 0.00543 8.80849 0.00539 9.94806 0.01043 8.64834 0.00487 9.27163 0.00712
2458404.32723371 7.38560 0.00256 8.54446 0.00462 8.84627 0.00538 8.80573 0.00533 9.94301 0.01043 8.64202 0.00487 9.27354 0.00719
2458404.32851009 7.37989 0.00255 8.52775 0.00452 8.82794 0.00535 8.79683 0.00535 9.96553 0.01048 8.64995 0.00487 9.27797 0.00696
2458404.32979491 7.38781 0.00257 8.53941 0.00462 8.85721 0.00552 8.81280 0.00541 9.94168 0.01064 8.64382 0.00487 9.29473 0.00712
2458404.3310713 7.39356 0.00261 8.54766 0.00479 8.84933 0.00564 8.80758 0.00550 9.96320 0.01140 8.65108 0.00502 9.27081 0.00717
2458404.33234655 7.38599 0.00256 8.54434 0.00461 8.85792 0.00552 8.80643 0.00533 9.95110 0.01030 8.65224 0.00486 9.28906 0.00711
2458404.33362193 7.39308 0.00256 8.54804 0.00464 8.85121 0.00541 8.81119 0.00545 9.95506 0.01082 8.65387 0.00487 9.28783 0.00717
2458404.33489717 7.39691 0.00258 8.54657 0.00466 8.84798 0.00552 8.80200 0.00534 9.97430 0.01121 8.65007 0.00493 9.27043 0.00714
2458404.33617479 7.38065 0.00255 8.55581 0.00459 8.85487 0.00531 8.81322 0.00533 9.98209 0.01054 8.65838 0.00484 9.26975 0.00688
2458404.33744998 7.37975 0.00258 8.53479 0.00470 8.83886 0.00560 8.81577 0.00552 9.96371 0.01192 8.64773 0.00520 9.25688 0.00718
2458404.33872662 7.36896 0.00253 8.55113 0.00463 8.86067 0.00543 8.81547 0.00538 9.94057 0.01022 8.65599 0.00488 9.29711 0.00704
2458404.34001001 7.35108 0.00253 8.53515 0.00459 8.84446 0.00538 8.81905 0.00539 9.95398 0.01054 8.64119 0.00492 9.27548 0.00703
2458404.34128648 7.34440 0.00253 8.53606 0.00467 8.85351 0.00558 8.82380 0.00552 9.98120 0.01140 8.65527 0.00492 9.25972 0.00702
2458404.34257016 7.31484 0.00247 8.54704 0.00455 8.84330 0.00535 8.80781 0.00529 9.95694 0.01037 8.65262 0.00480 9.28774 0.00699
2458404.34385617 7.29381 0.00245 8.55298 0.00469 8.85924 0.00557 8.81516 0.00545 9.99481 0.01101 8.66668 0.00496 9.26910 0.00713
2458404.34513138 7.26330 0.00241 8.55637 0.00460 8.84492 0.00540 8.80506 0.00532 9.96704 0.01057 8.66713 0.00494 9.27384 0.00703
2458404.34640303 7.23441 0.00240 8.54560 0.00468 8.84624 0.00558 8.80057 0.00546 9.95056 0.01110 8.65898 0.00506 9.28446 0.00743
2458404.34767825 7.19919 0.00234 8.54110 0.00458 8.87041 0.00553 8.81065 0.00542 9.93667 0.01057 8.64783 0.00489 9.29415 0.00727
2458404.34895369 7.16072 0.00231 8.54748 0.00470 8.84025 0.00546 8.81250 0.00552 9.98092 0.01136 8.64659 0.00494 9.28162 0.00730
2458404.3502301 7.12186 0.00225 8.53960 0.00460 8.84836 0.00544 8.81617 0.00546 9.98032 0.01058 8.65679 0.00492 9.27118 0.00712
2458404.35150412 7.06776 0.00219 8.54945 0.00461 8.85501 0.00535 8.80081 0.00530 9.97277 0.01066 8.65564 0.00492 9.29284 0.00715
2458404.35278294 6.99687 0.00211 8.53846 0.00458 8.85902 0.00540 8.81134 0.00530 9.95963 0.01033 8.65352 0.00488 9.28602 0.00689
2458404.354057 6.91986 0.00204 8.56404 0.00466 8.84462 0.00544 8.81558 0.00542 9.98058 0.01074 8.65354 0.00491 9.27749 0.00713
2458404.35533233 6.84310 0.00196 8.55354 0.00461 8.84378 0.00548 8.81753 0.00540 9.95430 0.01054 8.65843 0.00486 9.27748 0.00713
2458404.3566088 6.78279 0.00191 8.54073 0.00455 8.85536 0.00527 8.82202 0.00533 9.95468 0.01020 8.65592 0.00482 9.27577 0.00693
2458404.35790186 6.75040 0.00189 8.54777 0.00468 8.85636 0.00566 8.80069 0.00558 9.98225 0.01196 8.65243 0.00504 9.27885 0.00738
2458404.35917594 6.73952 0.00189 8.54762 0.00478 8.84875 0.00571 8.81287 0.00549 9.96669 0.01112 8.65718 0.00501 9.29254 0.00757
2458404.36045118 6.72939 0.00187 8.55689 0.00475 8.84818 0.00553 8.80856 0.00544 9.96074 0.01096 8.65606 0.00506 9.27134 0.00736
